id_reserva;Día de semana de fecha_venta;Hora de turno;canal;cpais_id;descuento;genero;provincia;tarifa;tipo_servicio;fecha_venta;familia;precio
48;sábado;20;canal_1;Pais_1;20;H;PROVINCIA_2;tarifa_3;tipo_servicio_3;01-02-2020;familia_1;35
49;sábado;20;canal_1;Pais_1;20;H;PROVINCIA_2;tarifa_3;tipo_servicio_3;01-02-2020;familia_1;35
50;lunes;16;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-02-2021;familia_1;35
51;domingo;10;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-03-2020;familia_1;35
52;domingo;16;canal_3;Pais_1;0;H;PROVINCIA_4;tarifa_1;tipo_servicio_1;01-03-2020;familia_1;35
53;domingo;16;canal_3;Pais_1;0;H;PROVINCIA_4;tarifa_1;tipo_servicio_1;01-03-2020;familia_1;35
54;domingo;16;canal_3;Pais_1;0;H;PROVINCIA_4;tarifa_1;tipo_servicio_1;01-03-2020;familia_1;35
55;domingo;16;canal_3;Pais_1;0;H;PROVINCIA_4;tarifa_1;tipo_servicio_1;01-03-2020;familia_1;35
56;domingo;16;canal_3;Pais_1;0;H;PROVINCIA_4;tarifa_1;tipo_servicio_1;01-03-2020;familia_1;35
57;domingo;16;canal_3;Pais_1;0;H;PROVINCIA_4;tarifa_1;tipo_servicio_1;01-03-2020;familia_1;35
58;domingo;16;canal_3;Pais_1;0;H;PROVINCIA_4;tarifa_1;tipo_servicio_1;01-03-2020;familia_1;35
59;domingo;18;canal_3;Pais_1;0;H;PROVINCIA_4;tarifa_1;tipo_servicio_3;01-03-2020;familia_1;35
60;domingo;18;canal_3;Pais_1;0;H;PROVINCIA_4;tarifa_1;tipo_servicio_3;01-03-2020;familia_1;35
61;domingo;16;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-03-2020;familia_1;35
62;domingo;16;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-03-2020;familia_1;35
63;lunes;12;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-03-2021;familia_1;35
64;lunes;10;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-04-2019;familia_1;35
65;jueves;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-04-2021;familia_1;35
66;jueves;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-04-2021;familia_1;35
67;jueves;20;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-04-2021;familia_1;35
68;jueves;20;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-04-2021;familia_1;35
69;jueves;16;canal_3;Pais_1;25;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-04-2021;familia_1;35
70;jueves;16;canal_3;Pais_1;25;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-04-2021;familia_1;35
71;jueves;18;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-04-2021;familia_1;35
72;jueves;18;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-04-2021;familia_1;35
73;jueves;16;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-04-2021;familia_1;35
74;jueves;16;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-04-2021;familia_1;35
75;jueves;16;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-04-2021;familia_1;35
76;miércoles;16;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-05-2019;familia_1;35
77;miércoles;18;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-05-2019;familia_1;35
78;miércoles;18;canal_2;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-05-2019;familia_1;35
79;miércoles;20;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-05-2019;familia_1;35
80;miércoles;20;canal_1;Pais_1;0;M;PROVINCIA_4;tarifa_1;tipo_servicio_3;01-05-2019;familia_1;35
81;sábado;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-05-2021;familia_1;35
82;sábado;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-05-2021;familia_1;35
83;sábado;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-05-2021;familia_1;35
84;sábado;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-05-2021;familia_1;35
85;sábado;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-05-2021;familia_1;35
86;sábado;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-05-2021;familia_1;35
87;sábado;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-05-2021;familia_1;35
88;sábado;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-05-2021;familia_1;35
89;sábado;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-05-2021;familia_1;35
90;sábado;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-05-2021;familia_1;35
91;sábado;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-05-2021;familia_1;35
92;sábado;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-05-2021;familia_1;35
93;sábado;10;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-05-2021;familia_1;35
94;sábado;10;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-05-2021;familia_1;35
95;sábado;18;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-05-2021;familia_1;35
96;sábado;18;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-05-2021;familia_1;35
97;sábado;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-05-2021;familia_1;35
98;sábado;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-05-2021;familia_1;35
99;sábado;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-05-2021;familia_1;35
100;sábado;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-05-2021;familia_1;35
101;sábado;16;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-06-2019;familia_1;35
102;sábado;12;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-06-2019;familia_1;35
103;martes;10;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-06-2021;familia_1;35
104;martes;10;canal_1;Pais_1;0;H;PROVINCIA_4;tarifa_1;tipo_servicio_3;01-06-2021;familia_1;35
105;martes;10;canal_1;Pais_1;0;H;PROVINCIA_4;tarifa_1;tipo_servicio_3;01-06-2021;familia_1;35
106;martes;10;canal_1;Pais_1;0;H;PROVINCIA_4;tarifa_1;tipo_servicio_3;01-06-2021;familia_1;35
107;lunes;12;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-07-2019;familia_1;35
108;miércoles;18;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-07-2020;familia_1;35
109;miércoles;18;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-07-2020;familia_1;35
110;miércoles;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-07-2020;familia_1;35
111;miércoles;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-07-2020;familia_1;35
112;miércoles;20;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-07-2020;familia_1;35
113;jueves;12;canal_3;Pais_1;0;H;PROVINCIA_4;tarifa_1;tipo_servicio_1;01-07-2021;familia_1;35
114;jueves;12;canal_3;Pais_1;0;H;PROVINCIA_4;tarifa_1;tipo_servicio_1;01-07-2021;familia_1;35
115;jueves;14;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-07-2021;familia_1;35
116;jueves;14;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-07-2021;familia_1;35
117;jueves;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-07-2021;familia_1;35
118;jueves;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-07-2021;familia_1;35
119;sábado;18;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-08-2020;familia_1;35
120;sábado;18;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-08-2020;familia_1;35
121;sábado;18;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-08-2020;familia_1;35
122;sábado;18;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-08-2020;familia_1;35
123;sábado;18;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-08-2020;familia_1;35
124;sábado;18;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-08-2020;familia_1;35
125;sábado;20;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-08-2020;familia_1;35
126;domingo;14;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_4;tipo_servicio_1;01-08-2021;familia_1;35
127;domingo;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-08-2021;familia_1;35
128;domingo;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-08-2021;familia_1;35
129;domingo;20;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-08-2021;familia_1;35
130;domingo;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-08-2021;familia_1;35
131;domingo;12;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-09-2019;familia_1;35
132;domingo;20;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-09-2019;familia_1;35
133;domingo;20;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-09-2019;familia_1;35
134;domingo;12;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-09-2019;familia_1;35
135;martes;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-09-2020;familia_1;35
136;martes;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-09-2020;familia_1;35
137;martes;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-09-2020;familia_1;35
138;martes;18;canal_2;Pais_1;0;H;PROVINCIA_4;tarifa_1;tipo_servicio_1;01-09-2020;familia_1;35
139;martes;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-09-2020;familia_1;35
140;martes;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-09-2020;familia_1;35
141;martes;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-09-2020;familia_1;35
142;miércoles;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-09-2021;familia_1;35
143;miércoles;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-09-2021;familia_1;35
144;miércoles;14;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-09-2021;familia_1;35
145;miércoles;14;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-09-2021;familia_1;35
146;miércoles;20;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-09-2021;familia_1;35
147;miércoles;20;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-09-2021;familia_1;40
148;miércoles;12;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-09-2021;familia_1;35
149;miércoles;12;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-09-2021;familia_1;35
150;miércoles;12;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-09-2021;familia_1;35
151;miércoles;12;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-09-2021;familia_1;35
152;miércoles;12;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-09-2021;familia_1;35
153;miércoles;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-09-2021;familia_1;35
154;miércoles;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-09-2021;familia_1;35
155;miércoles;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-09-2021;familia_1;35
156;miércoles;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-09-2021;familia_1;35
157;martes;10;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-10-2019;familia_1;35
158;martes;10;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-10-2019;familia_1;35
159;martes;20;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-10-2019;familia_1;35
160;jueves;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-10-2020;familia_1;35
161;jueves;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-10-2020;familia_1;35
162;jueves;16;canal_3;Pais_3;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-10-2020;familia_1;35
163;jueves;20;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-10-2020;familia_1;35
164;jueves;20;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-10-2020;familia_1;35
165;jueves;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-10-2020;familia_1;35
166;jueves;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-10-2020;familia_1;35
167;jueves;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-10-2020;familia_1;35
168;jueves;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-10-2020;familia_1;35
169;jueves;20;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-10-2020;familia_1;35
170;jueves;20;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-10-2020;familia_1;35
171;jueves;20;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-10-2020;familia_1;35
172;jueves;20;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-10-2020;familia_1;35
173;viernes;10;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-10-2021;familia_1;35
174;viernes;14;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-10-2021;familia_1;35
175;viernes;14;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-10-2021;familia_1;35
176;viernes;14;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-10-2021;familia_1;35
177;viernes;14;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-10-2021;familia_1;35
178;viernes;10;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-10-2021;familia_1;35
179;viernes;20;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-10-2021;familia_1;35
180;viernes;20;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-10-2021;familia_1;35
181;viernes;20;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-10-2021;familia_1;35
182;viernes;20;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-10-2021;familia_1;35
183;viernes;14;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-10-2021;familia_1;35
184;viernes;14;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-10-2021;familia_1;35
185;viernes;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-10-2021;familia_1;35
186;viernes;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-10-2021;familia_1;35
187;viernes;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-10-2021;familia_1;35
188;viernes;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-10-2021;familia_1;35
189;viernes;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-11-2019;familia_1;35
190;viernes;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-11-2019;familia_1;35
191;viernes;20;canal_2;Pais_1;20;H;PROVINCIA_4;tarifa_1;tipo_servicio_3;01-11-2019;familia_1;35
192;viernes;20;canal_2;Pais_1;20;H;PROVINCIA_4;tarifa_1;tipo_servicio_3;01-11-2019;familia_1;35
193;viernes;20;canal_2;Pais_1;20;H;PROVINCIA_4;tarifa_1;tipo_servicio_3;01-11-2019;familia_1;35
194;domingo;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-11-2020;familia_1;35
195;domingo;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-11-2020;familia_1;35
196;domingo;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-11-2020;familia_1;35
197;domingo;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-11-2020;familia_1;35
198;lunes;16;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-11-2021;familia_1;35
199;lunes;16;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-11-2021;familia_1;35
200;lunes;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-11-2021;familia_1;35
201;lunes;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-11-2021;familia_1;35
202;domingo;10;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-12-2019;familia_1;35
203;domingo;10;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-12-2019;familia_1;35
204;domingo;10;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;01-12-2019;familia_1;35
205;domingo;12;canal_3;Pais_1;0;M;PROVINCIA_4;tarifa_1;tipo_servicio_1;01-12-2019;familia_1;35
206;domingo;12;canal_3;Pais_1;0;M;PROVINCIA_4;tarifa_1;tipo_servicio_1;01-12-2019;familia_1;35
207;domingo;12;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_2;01-12-2019;familia_1;60
208;domingo;12;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_2;01-12-2019;familia_1;60
209;martes;16;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-12-2020;familia_1;35
210;martes;16;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;01-12-2020;familia_1;35
211;martes;16;canal_3;Pais_1;25;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-12-2020;familia_1;35
212;martes;16;canal_3;Pais_1;25;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-12-2020;familia_1;35
213;martes;12;canal_3;Pais_1;25;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-12-2020;familia_1;35
214;martes;12;canal_3;Pais_1;25;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-12-2020;familia_1;35
215;miércoles;10;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-12-2021;familia_1;35
216;miércoles;10;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;01-12-2021;familia_1;35
